VARI,quesito,DESDE,TAM,categorias_dict
V9536,"Classe de valores de rendimento em produtos ou mercadorias que recebia normalmente, no mês de referência, no trabalho principal da semana de referência",370,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração', 0: 'Prejuízo'}"
V9537,"Código 5 - recebia normalmente rendimento mensal somente em benefícios, no mês de referência, no trabalho principal da semana de referência",371,1,{5: 'Existia rendimento somente em benefícios'}
V9054,Tipo de estabelecimento ou onde era exercido o trabalho principal da semana de referência,372,1,"{1: 'Loja, oficina, fábrica, escritório, escola, repartição pública, galpão, etc.', 2: 'Fazenda, sítio, granja, chácara, etc.', 3: 'No domicílio em que morava', 4: 'Em domicílio de empregador, patrão, sócio ou freguês', 5: 'Em local designado pelo empregador, cliente ou freguês', 6: 'Em veículo automotor', 7: 'Em via ou área pública', 8: 'Outro', 9: 'Sem declaração'}"
V9055,Morava em domicílio que estava no mesmo terreno ou área do estabelecimento onde tinha trabalho,373,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9056,Ia direto do domicílio em que morava para o trabalho,374,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9057,Tempo de percurso diário de ida da residência para o local de trabalho,375,1,"{1: 'Até 30 minutos', 3: 'Mais de 30 até 1 hora', 5: 'Mais de 1 até 2 horas', 7: 'Mais de 2 horas', 9: 'Sem declaração'}"
V9058,Número de horas habitualmente trabalhadas por semana no trabalho principal da semana de referência,376,2,{99: 'Sem declaração'}
V9059,Era contribuinte para instituto de previdência no trabalho principal da semana de referência,378,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9060,Instituto de previdência para o qual contribuía no trabalho principal da semana de referência,379,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal', 9: 'Sem declaração'}"
V9611,"Número de anos no trabalho principal da semana de referência, contados até a data de referência",380,2,{99: 'Sem declaração'}
V9612,"Número de meses no trabalho principal da semana de referência, contados até a data de referência",382,2,{99: 'Sem declaração'}
V9062,Saiu de algum trabalho no período de captação de 358 dias,384,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9063,De quantos trabalhos saiu no período de captação de 358 dias,385,1,"{1: 'Um', 3: 'Dois', 5: 'Três ou mais', 9: 'Sem declaração'}"
V9064,Número de meses que permaneceu nesse trabalho anterior no período de captação de 358 dias,386,2,{99: 'Sem declaração'}
V9065,Era empregado com carteira de trabalho assinada nesse trabalho anterior,388,1,"{1: 'Sim ', 3: 'Não', 9: 'Sem declaração'}"
V9066,Recebeu seguro-desemprego depois que saiu desse emprego anterior,389,1,"{2: 'Sim ', 4: 'Não', 9: 'Sem declaração'}"
V9067,Teve algum trabalho no período de captação de 358 dias,390,1,"{1: 'Sim ', 3: 'Não', 9: 'Sem declaração'}"
V9068,"Exerceu tarefas em cultivo, pesca ou criação de animais, destinados à própria alimentação das pessoas moradoras no domicílio, no período de captação de 358 dias",391,1,"{2: 'Sim ', 4: 'Não', 9: 'Sem declaração'}"
V9069,"Exerceu tarefas em construção de prédio, cômodo, poço ou outras obras de construção, destinadas ao próprio uso das pessoas moradoras no domicílio, no período de captação de 358 dias",392,1,"{1: 'Sim ', 3: 'Não', 9: 'Sem declaração'}"
V9070,De quantos trabalhos saiu no período de captação de 358 dias,393,1,"{2: 'Um ', 4: 'Dois', 6: 'Três ou mais', 9: 'Sem declaração'}"
V9971,Código da ocupação no trabalho anterior do período de captação de 358 dias ,394,4,{}
V9972,Código da atividade principal do empreendimento no trabalho anterior do período de captação de 358 dias,398,5,{}
V9073,Posição na ocupação no trabalho anterior do período de captação de 358 dias,403,2,"{1: 'Empregado permanente nos serviços auxiliares', 2: 'Empregado permanente na agricultura, silvicultura, ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos', 3: 'Empregado permanente em outra atividade', 4: 'Empregado temporário', 5: 'Conta própria nos serviços auxiliares', 6: 'Conta própria na agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos', 7: 'Conta própria em outra atividade', 8: 'Empregador nos serviços auxiliares', 9: 'Empregador na agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos', 10: 'Empregador em outras atividades', 11: 'Trabalhador não-remunerado de membro da unidade domiciliar', 12: 'Outro trabalhador não-remunerado', 13: 'Trabalhador na produção para o próprio consumo', 99: 'Sem declaração'}"
V9074,Nesse emprego anterior recebia do empregador alguma área para produção particular,405,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9075,Nesse emprego anterior tinha parceria com o empregador,406,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9076,Condição em relação ao empreendimento agrícola nesse trabalho anterior,407,1,"{1: 'Parceiro', 2: 'Arrendatário', 3: 'Posseiro', 4: 'Cessionário', 5: 'Proprietário', 6: 'Outra condição', 9: 'Sem declaração'}"
V9077,Posição na ocupação nesse trabalho anterior,408,1,"{1: 'Empregado', 2: 'Trabalhador doméstico', 3: 'Conta própria', 4: 'Empregador', 5: 'Trabalhador não-remunerado membro da unidade domiciliar', 6: 'Outro trabalhador não-remunerado', 7: 'Trabalhador na construção para o próprio uso', 9: 'Sem declaração'}"
V9078,Setor do emprego nesse trabalho anterior,409,1,"{2: 'Privado', 4: 'Público', 9: 'Sem declaração'}"
V9079,Área do emprego nesse trabalho anterior,410,1,"{1: 'Federal', 3: 'Estadual', 5: 'Municipal', 9: 'Sem declaração'}"
V9080,"Era militar do Exército, Marinha de Guerra ou Aeronáutica nesse trabalho anterior",411,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9081,Era funcionário público estatutário nesse trabalho anterior,412,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9082,Prestava serviço doméstico remunerado em mais de um domicílio nos últimos trinta dias em que esteve nesse trabalho anterior,413,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9083,Tinha carteira de trabalho assinada nesse trabalho anterior,414,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9084,"Após sair desse emprego anterior, recebeu seguro-desemprego",415,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9085,Era contribuinte de instituto de previdência por esse trabalho anterior,416,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9861,Número de anos nesse trabalho anterior,417,2,{99: 'Sem declaração'}
V9862,Número de meses nesse trabalho anterior,419,2,{99: 'Sem declaração'}
V9087,Era associado a algum sindicato no mês de referência,421,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9088,Tipo de sindicato,422,1,"{1: 'Empregados urbanos', 2: 'Trabalhadores rurais', 3: 'Trabalhadores autônomos', 4: 'Trabalhadores avulsos', 5: 'Profissionais liberais', 6: 'Outro sindicato', 9: 'Sem declaração'}"
V9891,Faixa de idade em que começou a trabalhar,423,1,"{1: 'Até 9 anos', 2: '10 a 14 anos', 3: '15 a 17 anos', 4: '18 a 19 anos', 5: '20 a 24 anos', 6: '25 a 29 anos', 7: '30 anos ou mais', 9: 'Sem declaração'}"
V9892,Idade com que começou a trabalhar,424,2,{99: 'Sem declaração'}
V9990,Código da ocupação no trabalho secundário da semana de referência,426,4,{}
V9991,Código da atividade principal do empreendimento no trabalho secundário da semana de referência,430,5,{}
V9092,Posição na ocupação no trabalho secundário da semana de referência,435,1,"{1: 'Empregado', 2: 'Trabalhador doméstico', 3: 'Conta própria', 4: 'Empregador', 5: 'Trabalhador não-remunerado de membro da unidade domiciliar', 6: 'Outro trabalhador não-remunerado', 9: 'Sem declaração'}"
V9093,Setor do emprego nesse trabalho secundário,436,1,"{1: 'Privado', 3: 'Público', 9: 'Sem declaração'}"
V9094,Área do emprego nesse trabalho secundário,437,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal', 9: 'Sem declaração'}"
V9095,"Era militar do Exército, Marinha de Guerra ou Aeronáutica nesse trabalho secundário",438,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9096,Era funcionário público estatutário nesse trabalho secundário,439,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9097,Tinha carteira de trabalho assinada nesse trabalho secundário ,440,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9981,"Código 2 - recebia normalmente rendimento mensal em dinheiro, no mês de referência, nesse trabalho secundário",441,1,{2: 'Existia rendimento em dinheiro'}
V9982,"Rendimento mensal em dinheiro que recebia normalmente, no mês de referência, nesse trabalho secundário",442,12,{}
V9983,"Classe de valores de rendimento em dinheiro que recebia normalmente, no mês de referência, nesse trabalho secundário",454,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração', 0: 'Prejuízo'}"
V9984,"Código 4 - recebia normalmente rendimento mensal em produtos ou mercadorias, no mês de referência, nesse trabalho secundário",455,1,{4: 'Existia rendimento em valor de produtos ou mercadorias'}
V9985,"Rendimento mensal em valor dos produtos ou mercadorias que recebia normalmente, no mês de referência, nesse trabalho secundário",456,12,{}
V9986,"Classe de valores de rendimento em produtos ou mercadorias que recebia normalmente, no mês de referência, nesse trabalho secundário",468,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração', 0: 'Prejuízo'}"
V9987,"Código 6 - recebia normalmente rendimento mensal somente em benefícios, no mês de referência, nesse trabalho secundário",469,1,{6: 'Existia rendimento somente em benefícios'}
V9099,Era contribuinte para instituto de previdência nesse trabalho secundário,470,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9100,Instituto de previdência para o qual contribuía nesse emprego secundário,471,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal', 9: 'Sem declaração'}"
V9101,Número de horas habitualmente trabalhadas por semana nesse trabalho secundário,472,2,{99: 'Sem declaração'}
V1021,"Código 2 - recebia normalmente rendimento mensal em dinheiro, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",474,1,{2: 'Existia rendimento em dinheiro'}
V1022,"Rendimento mensal em dinheiro que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",475,12,{}
V1023,"Classe de valores de rendimento em dinheiro que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",487,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração', 0: 'Prejuízo'}"
V1024,"Código 4 - recebia normalmente rendimento mensal em produtos ou mercadorias, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",488,1,{4: 'Existia rendimento em valor de produtos ou mercadorias'}
V1025,"Rendimento mensal em valor dos produtos ou mercadorias que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",489,12,{}
V1026,"Classe de valores de rendimento em produtos ou mercadorias que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",501,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração', 0: 'Prejuízo'}"
V1027,"Código 6 - recebia normalmente rendimento mensal somente em benefícios no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",502,1,{6: 'Existia rendimento somente em benefícios'}
V1028,"Código 8 - era trabalhador não-remunerado, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",503,1,{8: 'Não-remunerado'}
V9103,"Era contribuinte para instituto de previdência, por esse(s) outro(s) trabalho(s) da semana de referência",504,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9104,Instituto de previdência para o qual contribuía nesse(s) outro(s) trabalho(s) da semana de referência,505,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal', 9: 'Sem declaração'}"
V9105,Número de horas habitualmente trabalhadas por semana nesse(s) outro(s) trabalho(s) da semana de referência,506,2,{99: 'Sem declaração'}
V9106,Teve algum trabalho antes do período de referência de 365 dias,508,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9107,"Exerceu tarefas em cultivo, pesca ou criação de animais, destinados à própria alimentação das pessoas moradoras no domicílio, antes do período de referência de 365 dias",509,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9108,"Exerceu tarefas em construção de prédio, cômodo, poço ou outras obras de construção, destinadas ao próprio uso das pessoas moradoras no domicílio,  antes do período de referência de 365 dias",510,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V1091,"Número de anos, contados até a data de referência, desde que saiu do último trabalho",511,2,{99: 'Sem declaração'}
V1092,"Número de meses, contados até a data de referência, desde que saiu do último trabalho",513,2,{99: 'Sem declaração'}
V9910,Código da ocupação no útimo trabalho que teve no período de referência de menos de 4 anos,515,4,{}
V9911,Código da atividade principal do empreendimento nesse último trabalho que teve no período de referência de menos de 4 anos,519,5,{}
V9112,Posição na ocupação no último trabalho no período de referência de menos de 4 anos,524,1,"{1: 'Empregado', 2: 'Trabalhador doméstico', 3: 'Conta própria', 4: 'Empregador', 5: 'Trabalhador não-remunerado de membro da unidade domiciliar', 6: 'Outro trabalhador não-remunerado', 7: 'Trabalhador na produção para o próprio consumo', 8: 'Trabalhador na construção para o próprio uso', 9: 'Sem declaração'}"
V9113,Era militar ou funcionário público estatutário nesse último trabalho ,525,1,"{1: 'Sim', 3: 'Não ', 9: 'Sem declaração'}"
V9114,Tinha carteira de trabalho assinada nesse último trabalho ,526,1,"{2: 'Sim', 4: 'Não ', 9: 'Sem declaração'}"
V9115,Tomou alguma providência para conseguir trabalho na semana de referência,527,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9116,Tomou alguma providência para conseguir trabalho no período de captação de 23 dias,528,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9117,Tomou alguma providência para conseguir trabalho no período de captação de 30 dias,529,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9118,Tomou alguma providência para conseguir trabalho no período de captação de 305 dias,530,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9119,Última providência que tomou para conseguir trabalho no período de referência de 365 dias,531,1,"{0: 'Nenhuma', 1: 'Consultou empregadores', 2: 'Fez concurso', 3: 'Inscreveu-se em concurso', 4: 'Consultou agência ou sindicato', 5: 'Colocou ou respondeu anúncio', 6: 'Consultou parente, amigo ou colega', 7: 'Tomou medida para iniciar negócio', 8: 'Outra providência', 9: 'Sem declaração'}"
V9120,"Era contribuinte de alguma entidade de previdência privada, no mês de referência",532,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9121,Cuidava dos afazeres domésticos na semana de referência,533,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9921,Número de horas que dedicava normalmente por semana aos afazeres domésticos,534,2,{99: 'Sem declaração'}
V9122,"Era aposentado de instituto de previdência federal (INSS), estadual ou municipal ou do governo federal na semana de referência",536,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V9123,"Era pensionista de instituto de previdência federal (INSS), estadual ou municipal ou do governo federal na semana de referência",537,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V9124,"Recebia normalmente rendimento que não era proveniente de trabalho (pensão alimentícia ou de fundo de pensão, abono de permanência, aluguel, doação, juros de caderneta de poupança, dividendos ou outro qualquer) no mês de referência",538,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V1251,"Código 1 - recebia normalmente rendimento de aposentadoria de instituto de previdência ou do governo federal, no mês de referência",539,1,{1: 'Existia rendimento de aposentadoria de Instituto de previdência ou do governo federal'}
V1252,"Rendimento de aposentadoria de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",540,12,{}
V1253,"Classe de valores de rendimento de aposentadoria de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",552,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1254,"Código 2 - recebia normalmente rendimento de pensão de instituto de previdência ou do governo federal, no mês de referência",553,1,{2: 'Existia rendimento de pensão do Instituto de previdência ou do governo federal'}
V1255,"Rendimento de pensão de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",554,12,{}
V1256,"Classe de valores de rendimento de pensão de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",566,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1257,"Código 3 - recebia normalmente rendimento de outro tipo de aposentadoria, no mês de referência",567,1,{3: 'Existia rendimento de outro tipo de aposentadoria'}
V1258,"Rendimento de outro tipo de aposentadoria que recebia, normalmente, no mês de referência",568,12,{}
V1259,"Classe de valores de rendimento de outro tipo de aposentadoria que recebia, normalmente, no mês de referência",580,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1260,"Código 4 - recebia normalmente rendimento de outro tipo de pensão, no mês de referência",581,1,{4: 'Existia rendimento de outro tipo de pensão'}
V1261,"Rendimento de outro tipo de pensão que recebia, normalmente, no mês de referência",582,12,{}
V1262,"Classe de valores de rendimento de outro tipo de pensão que recebia, normalmente, no mês de referência",594,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1263,"Código 5 - recebia normalmente abono de permanência, no mês de referência",595,1,{5: 'Existia rendimento de abono de permanência'}
V1264,"Abono de permanência que recebia, normalmente, no mês de referência",596,12,{}
V1265,"Classe de valores do abono de permanência que recebia, normalmente, no mês de referência",608,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1266,"Código 6 - recebia normalmente rendimento de aluguel, no mês de referência",609,1,{6: 'Existia rendimento de aluguel'}
V1267,"Rendimento de aluguel que recebia, normalmente, no mês de referência",610,12,{}
V1268,"Classe de valores do aluguel que recebia, normalmente, no mês de referência",622,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1269,"Código 7 - recebia normalmente doação de não-morador, no mês de referência",623,1,{7: 'Existia rendimento de doação de não-morador'}
V1270,"Doação de não-morador que recebia, normalmente, no mês de referência",624,12,{}
V1271,"Classe de valores da doação de não-morador que recebia, normalmente, no mês de referência",636,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1272,"Código 8 - recebia normalmente juros de caderneta de poupança ou de outras aplicações financeiras, dividendos ou outros rendimentos, no mês de referência",637,1,"{8: 'Existiam rendimento de juros de caderneta de poupança ou de outras aplicações, dividendos ou outros rendimentos'}"
V1273,"Juros de caderneta de poupança e de outras aplicações financeiras, dividendos e outros rendimentos que recebia, normalmente, no mês de referência",638,12,{}
V1274,"Classe de valores dos juros de caderneta de poupança e de outras aplicações, dividendos e outros rendimentos que recebia, normalmente, no mês de referência",650,1,"{1: 'Até ½ salário', 2: 'Mais de ½ até 1 salário', 3: 'Mais de 1 até 2 salários', 4: 'Mais de 2 até 3 salários', 5: 'Mais de 3 até 5 salários', 6: 'Mais de 5 até 10 salários', 7: 'Mais de 10 até 20 salários', 8: 'Mais de 20 salários', 9: 'Sem declaração'}"
V1275,Controle de quadrículas assinaladas no quesito 125,651,1,"{1: '1 quadrícula assinalada', 2: '2 quadrículas assinaladas', 3: '3 quadrículas assinaladas', 4: '4 quadrículas assinaladas', 5: '5 quadrículas assinaladas', 6: '6 quadrículas assinaladas', 7: '7 quadrículas assinaladas', 8: '8 quadrículas assinaladas'}"
V1101,Teve algum filho nascido vivo até a data de referência,652,1,"{0: 'Parte ignorada', 1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V1141,"Número de filhos tidos, do sexo masculino, que moravam no domicílio",653,2,{99: 'Sem declaração'}
V1142,"Número de filhos tidos, do sexo feminino, que moravam no domicílio",655,2,{99: 'Sem declaração'}
V1151,"Número de filhos tidos, do sexo masculino, ainda vivos que moravam em outro local qualquer",657,2,{99: 'Sem declaração'}
V1152,"Número de filhos tidos, do sexo feminino, ainda vivos que moravam em outro local qualquer",659,2,{99: 'Sem declaração'}
V1153,"Não sabe o número de filhos tidos, do sexo masculino, que moravam em outro local ",661,1,{5: 'Não sabe'}
V1154,"Não sabe o número de filhos tidos, do sexo feminino, que moravam em outro local qualquer",662,1,{7: 'Não sabe'}
V1161,"Número de filhos tidos, do sexo masculino, que morreram",663,2,{99: 'Sem declaração'}
V1162,"Número de filhos tidos, do sexo feminino, que morreram",665,2,{99: 'Sem declaração'}
V1163,"Não sabe o número de filhos tidos, do sexo masculino, que morreram",667,1,{6: 'Não sabe'}
V1164,"Não sabe o número de filhos tidos, do sexo feminino, que morreram",668,1,{8: 'Não sabe'}
V1107,Sexo do último filho tido nascido vivo até a data de referência,669,1,"{1: 'Masculino', 3: 'Feminino', 5: 'Não sabe', 9: 'Sem declaração'}"
V1181,Mês de nascimento do último filho tido nascido vivo,670,2,{99: 'Sem declaração'}
V1182,Ano de nascimento do último filho tido nascido vivo,672,4,{9999: 'Sem declaração'}
V1109,O último filho tido nascido vivo ainda estava vivo na data de referência,676,1,"{1: 'Sim', 3: 'Não', 5: 'Não sabe', 9: 'Sem declaração'}"
V1110,"Teve algum filho, com sete meses ou mais de gestação, que nasceu morto até a data de referência",677,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V1111,"Número de filhos tidos nascidos mortos, do sexo masculino, até a data de referência",678,2,{99: 'Sem declaração'}
V1112,"Número de filhos tidos nascidos mortos, do sexo feminino, até a data de referência",680,2,{99: 'Sem declaração'}
V1113,"Não sabe o número de filhos tidos nascidos mortos, do sexo masculino, até a data de referência",682,1,{5: 'Não sabe'}
V1114,"Não sabe o número de filhos tidos nascidos mortos, do sexo feminino, até a data de referência",683,1,{7: 'Não sabe'}
V2301,Informante desta parte,684,1,"{0: 'Parte ignorada', 1: 'A própria pessoa', 3: 'Pessoa não-moradora do domicílio', 5: 'Outra pessoa moradora do domicílio'}"
V2302,Número de ordem do informante,685,2,{}
V2303,Situação de atividade                                               ,687,2,"{1: 'Empregado, trabalhador doméstico, conta própria ou empregador', 2: 'Não-remunerados ou trabalhador na produção para o próprio consumo ou na construção para próprio uso', 3: 'Somente ocupada no período de referência              de 358 dias', 4: 'Não-ocupada no período de referência de 365 dias', 5: 'Empregado, conta própria ou empregador', 6: 'Não-remunerados ou trabalhador na produção para o próprio consumo ', 7: 'Empregado, trabalhador doméstico, conta própria ou empregador', 8: 'Não-remunerados ou trabalhador na construção para o próprio uso', 9: 'Ocupada no período de referência de 358 dias', 10: 'Não-ocupada no período de referência de 365 dias', 99: 'Sem declaração'}"
V2304,A quem era entregue o rendimento habitualmente recebido do trabalho principal da semana de referência,689,1,"{1: 'Era entregue pelo empregador diretamente aos pais ou responsáveis', 2: 'Entregava todo aos país ou responsáveis', 3: 'Entregava parte aos país ou responsáveis', 4: 'Não entregava aos país ou responsáveis', 5: 'Recebia somente em benefício', 9: 'Sem declaração'}"
V2305,Principal motivo para trabalhar,690,1,"{1: 'Querer trabalhar', 3: 'Os país ou responsáveis querem que trabalhe', 9: 'Sem declaração'}"
V2306,Recebeu treinamento ou orientação para evitar machucados ou doenças relacionados com esse trabalho,691,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V2307,Machucou-se ou ficou doente devido a esse trabalho no período de referência de 365 dias,692,1,"{1: 'Sim', 3: 'Não', 9: 'Sem declaração'}"
V2308,"Quantidade de vezes que se machucou ou ficou doente, devido a esse trabalho, no período de referência de 365 dias",693,1,"{2: '1 vez', 4: 'De 2 a 3 vezes', 6: ' De 4 a 5 vezes', 8: 'Mais de 5 vezes', 9: 'Sem declaração'}"
V2309,"Ultimo machucado ou doença que teve, devido a esse trabalho, no periodo de referência de 365 dias",694,2,"{1: 'Picada de inseto ou mordida de animais', 2: 'Irritação no (s) olho (s)', 3: 'Infecção no (s) ouvido (s)', 4: 'Problema de pele', 5: 'Problema respiratório', 6: 'Dor muscular, cansaço, fadiga, insônia ou agitação', 7: 'Fratura ou entorse', 8: 'Perda de membro ou parte', 9: 'Corte', 10: 'Queimadura', 11: 'Outro machucado ou doença', 99: 'Sem declaração'}"
V2310,"Deixou de trabalhar pelo menos um dia, no período de referência de 365 dias, devido ao último machucado ou doença que teve por causa desse trabalho ",696,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V8811,"Número de meses que deixou de trabalhar, no período de referência de 365 dias, devido ao último machucado ou doença que teve por causa desse trabalho",697,2,{99: 'Sem declaração'}
V8812,"Número de dias que deixou de trabalhar, no período de referência de 365 dias, devido ao último machucado ou doença que teve por causa desse trabalho",699,2,{99: 'Sem declaração'}
V2312,"Procurou atendimento de saúde, no período de referência de 365 dias, devido ao último machucado ou doença que teve por causa desse trabalho",701,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
