VARI,quesito,DESDE,TAM,categorias_dict
V9079,Área do emprego nesse trabalho anterior,388,1,"{1: 'Federal', 3: 'Estadual', 5: 'Municipal'}"
V9080,"Era militar do Exército, Marinha de Guerra ou Aeronáutica nesse trabalho anterior",389,1,"{2: 'Sim', 4: 'Não'}"
V9081,Era funcionário público estatutário nesse trabalho anterior,390,1,"{1: 'Sim', 3: 'Não'}"
V9082,Prestava serviço doméstico remunerado em mais de um domicílio nos últimos 30 dias em que esteve nesse trabalho anterior,391,1,"{2: 'Sim', 4: 'Não'}"
V9083,Tinha carteira de trabalho assinada nesse trabalho anterior,392,1,"{1: 'Sim', 3: 'Não'}"
V9084,"Após sair desse emprego anterior, recebeu seguro-desemprego",393,1,"{2: 'Sim', 4: 'Não'}"
V9085,Era contribuinte de instituto de previdência por esse trabalho anterior,394,1,"{1: 'Sim', 3: 'Não'}"
V9861,Número de anos nesse trabalho anterior,395,2,{}
V9862,Número de meses nesse trabalho anterior,397,2,{}
V9087,Era associado a algum sindicato no mês de referência,399,1,"{1: 'Sim', 3: 'Não'}"
V9088,Tipo de sindicato,400,1,"{1: 'Empregados urbanos', 2: 'Trabalhadores rurais', 3: 'Trabalhadores autônomos', 4: 'Trabalhadores avulsos', 5: 'Profissionais liberais', 6: 'Outro sindicato'}"
V9891,Faixa de idade em que começou a trabalhar,401,1,"{1: 'Até 9 anos', 2: '10 a 14 anos', 3: '15 a 17 anos', 4: '18 a 19 anos', 5: '20 a 24 anos', 6: '25 a 29 anos', 7: '30 anos ou mais'}"
V9892,Idade com que começou a trabalhar,402,2,{}
V9990,Código da ocupação no trabalho secundário da semana de referência,404,4,{}
V9991,Código da atividade principal do empreendimento no trabalho secundário da semana de referência,408,5,{}
V9092,Posição na ocupação no trabalho secundário da semana de referência,413,1,"{1: 'Empregado', 2: 'Trabalhador doméstico', 3: 'Conta própria', 4: 'Empregador', 5: 'Trabalhador não remunerado membro da unidade domiciliar', 6: 'Outro trabalhador não remunerado'}"
V9093,Setor do emprego nesse trabalho secundário,414,1,"{1: 'Privado', 3: 'Público'}"
V9094,Área do emprego nesse trabalho secundário,415,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal'}"
V9095,"Era militar do Exército, Marinha de Guerra ou Aeronáutica nesse trabalho secundário",416,1,"{1: 'Sim', 3: 'Não'}"
V9096,Era funcionário público estatutário nesse trabalho secundário,417,1,"{2: 'Sim', 4: 'Não'}"
V9097,Tinha carteira de trabalho assinada nesse trabalho secundário ,418,1,"{1: 'Sim', 3: 'Não'}"
V9981,"Código 2 - recebia normalmente rendimento mensal em dinheiro, no mês de referência, nesse trabalho secundário",419,1,{2: 'Existia rendimento em dinheiro'}
V9982,"Rendimento mensal em dinheiro que recebia normalmente, no mês de referência, nesse trabalho secundário",420,12,{}
V9984,"Código 4 - recebia normalmente rendimento mensal em produtos ou mercadorias, no mês de referência, nesse trabalho secundário",432,1,{4: 'Existia rendimento em valor de produtos ou mercadorias'}
V9985,"Rendimento mensal em valor dos produtos ou mercadorias que recebia normalmente, no mês de referência, nesse trabalho secundário",433,12,{}
V9987,"Código 6 - recebia normalmente rendimento mensal somente em benefícios, no mês de referência, nesse trabalho secundário",445,1,{6: 'Existia rendimento somente em benefícios'}
V9099,Era contribuinte de instituto de previdência nesse trabalho secundário,446,1,"{1: 'Sim', 3: 'Não'}"
V9100,Instituto de previdência para o qual contribuía nesse emprego secundário,447,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal'}"
V9101,Número de horas habitualmente trabalhadas por semana nesse trabalho secundário,448,2,{}
V1021,"Código 2 - recebia normalmente rendimento mensal em dinheiro, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",450,1,{2: 'Existia rendimento em dinheiro'}
V1022,"Rendimento mensal em dinheiro que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",451,12,{}
V1024,"Código 4 - recebia normalmente rendimento mensal em produtos ou mercadorias, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",463,1,{4: 'Existia rendimento em valor de produtos ou mercadorias'}
V1025,"Rendimento mensal em valor dos produtos ou mercadorias que recebia normalmente, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",464,12,{}
V1027,"Código 6 - recebia normalmente rendimento mensal somente em benefícios no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",476,1,{6: 'Existia rendimento somente em benefícios'}
V1028,"Código 8 - era trabalhador não remunerado, no mês de referência, no(s) outro(s) trabalho(s) da semana de referência",477,1,{8: 'Não remunerado'}
V9103,"Era contribuinte de instituto de previdência, por esse(s) outro(s) trabalho(s) da semana de referência",478,1,"{1: 'Sim', 3: 'Não'}"
V9104,Instituto de previdência para o qual contribuía nesse(s) outro(s) trabalho(s) da semana de referência,479,1,"{2: 'Federal', 4: 'Estadual', 6: 'Municipal'}"
V9105,Número de horas habitualmente trabalhadas por semana nesse(s) outro(s) trabalho(s) da semana de referência,480,2,{}
V9106,Teve algum trabalho antes do período de referência de 365 dias,482,1,"{2: 'Sim', 4: 'Não'}"
V9107,"Exerceu tarefas em cultivo, pesca ou criação de animais, destinados à própria alimentação das pessoas moradoras no domicílio, antes do período de referência de 365 dias",483,1,"{1: 'Sim', 3: 'Não'}"
V9108,"Exerceu tarefas em construção de prédio, cômodo, poço ou outras obras de construção, destinadas ao próprio uso das pessoas moradoras no domicílio,  antes do período de referência de 365 dias",484,1,"{2: 'Sim', 4: 'Não'}"
V1091,"Número de anos, contados até a data de referência, desde que saiu do último trabalho",485,2,{}
V1092,"Número de meses, contados até a data de referência, desde que saiu do último trabalho",487,2,{}
V9910,Código da ocupação no útimo trabalho que teve no período de referência de menos de 4 anos,489,4,{}
V9911,Código da atividade principal do empreendimento nesse último trabalho que teve no período de referência de menos de 4 anos,493,5,{}
V9112,Posição na ocupação no último trabalho no período de referência de menos de 4 anos,498,1,"{1: 'Empregado', 2: 'Trabalhador doméstico', 3: 'Conta própria', 4: 'Empregador', 5: 'Trabalhador não remunerado membro da unidade domiciliar', 6: 'Outro trabalhador não remunerado', 7: 'Trabalhador na produção para o próprio consumo', 8: 'Trabalhador na construção para o próprio uso'}"
V9113,Era militar ou funcionário público estatutário nesse último trabalho ,499,1,"{1: 'Sim', 3: 'Não '}"
V9114,Tinha carteira de trabalho assinada nesse último trabalho ,500,1,"{2: 'Sim', 4: 'Não '}"
V9115,Tomou alguma providência para conseguir trabalho na semana de referência,501,1,"{1: 'Sim', 3: 'Não'}"
V9116,Tomou alguma providência para conseguir trabalho no período de captação de 23 dias,502,1,"{2: 'Sim', 4: 'Não'}"
V9117,Tomou alguma providência para conseguir trabalho no período de captação de 30 dias,503,1,"{1: 'Sim', 3: 'Não'}"
V9118,Tomou alguma providência para conseguir trabalho no período de captação de 305 dias,504,1,"{2: 'Sim', 4: 'Não'}"
V9119,Última providência que tomou para conseguir trabalho no período de referência de 365 dias,505,1,"{0: 'Nenhuma', 1: 'Consultou empregadores', 2: 'Fez concurso', 3: 'Inscreveu-se em concurso', 4: 'Consultou agência ou sindicato', 5: 'Colocou ou respondeu anúncio', 6: 'Consultou parente, amigo ou colega', 7: 'Tomou medida para iniciar negócio', 8: 'Outra providência'}"
V9120,"Era contribuinte de alguma entidade de previdência privada, no mês de referência",506,1,"{2: 'Sim', 4: 'Não'}"
V9121,Cuidava dos afazeres domésticos na semana de referência,507,1,"{1: 'Sim', 3: 'Não'}"
V9921,Número de horas que dedicava normalmente por semana aos afazeres domésticos,508,2,{}
V9122,"Era aposentado de instituto de previdência federal (INSS), estadual ou municipal ou do governo federal na semana de referência",510,1,"{2: 'Sim', 4: 'Não'}"
V9123,"Era pensionista de instituto de previdência federal (INSS), estadual ou municipal ou do governo federal na semana de referência",511,1,"{1: 'Sim', 3: 'Não'}"
V9124,"Recebia normalmente rendimento que não era proveniente de trabalho (pensão alimentícia ou de fundo de pensão, abono de permanência, aluguel, doação, juros de caderneta de poupança, dividendos ou outro qualquer) no mês de referência",512,1,"{2: 'Sim', 4: 'Não', 9: 'Sem declaração'}"
V1251,"Código 01 - recebia normalmente rendimento de aposentadoria de instituto de previdência ou do governo federal, no mês de referência",513,2,{1: 'Existia rendimento de aposentadoria de instituto de previdência ou do governo federal'}
V1252,"Rendimento de aposentadoria de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",515,12,{}
V1254,"Código 02 - recebia normalmente rendimento de pensão de instituto de previdência ou do governo federal, no mês de referência",527,2,{2: 'Existia rendimento de pensão do instituto de previdência ou do governo federal'}
V1255,"Rendimento de pensão de instituto de previdência ou do governo federal que recebia, normalmente, no mês de referência",529,12,{}
V1257,"Código 03 - recebia normalmente rendimento de outro tipo de aposentadoria, no mês de referência",541,2,{3: 'Existia rendimento de outro tipo de aposentadoria'}
V1258,"Rendimento de outro tipo de aposentadoria que recebia, normalmente, no mês de referência",543,12,{}
V1260,"Código 04 - recebia normalmente rendimento de outro tipo de pensão, no mês de referência",555,2,{4: 'Existia rendimento de outro tipo de pensão'}
V1261,"Rendimento de outro tipo de pensão que recebia, normalmente, no mês de referência",557,12,{}
V1263,"Código 05 - recebia normalmente rendimento de abono de permanência, no mês de referência",569,2,{5: 'Existia rendimento de abono de permanência'}
V1264,"Rendimento de abono de permanência que recebia, normalmente, no mês de referência",571,12,{}
V1266,"Código 06 - recebia normalmente rendimento de aluguel, no mês de referência",583,2,{6: 'Existia rendimento de aluguel'}
V1267,"Rendimento de aluguel que recebia, normalmente, no mês de referência",585,12,{}
V1269,"Código 07 - recebia normalmente rendimento de doação de não morador, no mês de referência",597,2,{7: 'Existia rendimento de doação de não morador'}
V1270,"Rendimento de doação de não morador que recebia, normalmente, no mês de referência",599,12,{}
V1272,"Código 08 - recebia normalmente juros de caderneta de poupança ou de outras aplicações financeiras, dividendos, programas sociais ou outros rendimentos, no mês de referência",611,2,"{8: 'Existiam rendimento de juros de caderneta de poupança ou de outras aplicações, dividendos, programas sociais ou outros rendimentos'}"
V1273,"Juros de caderneta de poupança e de outras aplicações financeiras, dividendos, programas sociais e outros rendimentos que recebia, normalmente, no mês de referência",613,12,{}
V9126,O informante desta parte foi,625,1,"{2: 'A própria pessoa', 4: 'Outro morador', 6: 'Não morador'}"
V1101,Teve algum filho nascido vivo até a data de referência,626,1,"{1: 'Sim', 3: 'Não'}"
V1141,"Número de filhos tidos, do sexo masculino, que moravam no domicílio",627,2,{}
V1142,"Número de filhos tidos, do sexo feminino, que moravam no domicílio",629,2,{}
V1151,"Número de filhos tidos, do sexo masculino, ainda vivos que moravam em outro local qualquer",631,2,{}
V1152,"Número de filhos tidos, do sexo feminino, ainda vivos que moravam em outro local qualquer",633,2,{}
V1153,"Código 5 - Não sabe o número de filhos tidos, do sexo masculino, que moravam em outro local qualquer",635,1,{5: 'Não sabe'}
V1154,"Código 7 - Não sabe o número de filhos tidos, do sexo feminino, que moravam em outro local qualquer",636,1,{7: 'Não sabe'}
V1161,"Número de filhos tidos, do sexo masculino, que morreram",637,2,{}
V1162,"Número de filhos tidos, do sexo feminino, que morreram",639,2,{}
V1163,"Código 6 - Não sabe o número de filhos tidos, do sexo masculino, que já morreram",641,1,{6: 'Não sabe'}
V1164,"Código 8 - Não sabe o número de filhos tidos, do sexo feminino, que já morreram",642,1,{8: 'Não sabe'}
V1107,Sexo do último filho tido nascido vivo até a data de referência,643,1,"{1: 'Masculino', 3: 'Feminino', 5: 'Não sabe'}"
V1181,Mês de nascimento do último filho tido nascido vivo,644,2,{}
V1182,Ano de nascimento do último filho tido nascido vivo,646,4,{}
V1109,O último filho tido nascido vivo ainda estava vivo na data de referência,650,1,"{1: 'Sim', 3: 'Não', 5: 'Não sabe'}"
V1110,"Teve algum filho, com 7 meses ou mais de gestação, que nasceu morto até a data de referência",651,1,"{2: 'Sim', 4: 'Não'}"
V1111,"Número de filhos tidos nascidos mortos, do sexo masculino, até a data de referência",652,2,{}
V1112,"Número de filhos tidos nascidos mortos, do sexo feminino, até a data de referência",654,2,{}
V1113,"Código 5 - Não sabe o número de filhos tidos nascidos mortos, do sexo masculino, até a data de referência",656,1,{5: 'Não sabe'}
V1114,"Código 7 - Não sabe o número de filhos tidos nascidos mortos, do sexo feminino, até a data de referência",657,1,{7: 'Não sabe'}
V1115,O informante desta parte foi,658,1,"{1: 'A própria pessoa', 3: 'Outro morador', 5: 'Não morador', 9: 'Sem declaração'}"
V4801,"Nível de ensino, duração do ensino fundamental e série que frequentavam 
(todos os estudantes)",659,2,"{1: 'Maternal, jardim de infância etc.', 2: 'Classe de alfabetização', 3: 'Alfabetização de adultos', 4: '1ª série do ensino fundamental regular em 8 anos', 5: '2ª série do ensino fundamental regular em 8 anos', 6: '3ª série do ensino fundamental regular em 8 anos', 7: '4ª série do ensino fundamental regular em 8 anos', 8: '5ª série do ensino fundamental regular em 8 anos', 9: '6ª série do ensino fundamental regular em 8 anos', 10: '7ª série do ensino fundamental regular em 8 anos', 11: '8ª série do ensino fundamental regular em 8 anos', 12: '1ª série do ensino fundamental regular em 9 anos', 13: '2ª série do ensino fundamental regular em 9 anos', 14: '3ª série do ensino fundamental regular em 9 anos', 15: '4ª série do ensino fundamental regular em 9 anos', 16: '5ª série do ensino fundamental regular em 9 anos', 17: '6ª série do ensino fundamental regular em 9 anos', 18: '7ª série do ensino fundamental regular em 9 anos', 19: '8ª série do ensino fundamental regular em 9 anos', 20: '9ª série do ensino fundamental regular em 9 anos', 21: 'Educação de jovens e adultos do ensino fundamental (seriado e não seriado)', 22: 'Regular do ensino médio ', 23: 'Educação de jovens e adultos do ensino médio', 24: 'Pré-vestibular', 25: 'Superior, inclusive mestrado e doutorado'}"
V4802,"Nível de ensino e grupos de séries do ensino fundamental que frequentavam 
(todos os estudantes)",661,2,"{1: 'Maternal, jardim de infância etc.', 2: 'Classe de alfabetização', 3: 'Alfabetização de adultos', 4: '1ª a 4ª séries do ensino fundamental regular em 8 anos ou de educação de jovens e adultos', 5: '5ª a 8ª séries do ensino fundamental regular em 8 anos ou de educação de jovens e adultos', 6: '1ª série do ensino fundamental regular em 9 anos', 7: '2ª a 5ª séries do ensino fundamental regular em 9 anos ', 8: '6ª a 9ª séries do ensino fundamental regular em 9 anos ', 9: 'Educação de jovens e adultos não seriado do ensino fundamental', 10: 'Ensino médio, inclusive pré-vestibular', 11: 'Superior, inclusive mestrado ou doutorado'}"
V4803,"Anos de estudo 
(todas as pessoas)",663,2,"{1: 'Sem instrução e menos de 1 ano', 2: '1 ano', 3: '2 anos', 4: '3 anos', 5: '4 anos', 6: '5 anos', 7: '6 anos', 8: '7 anos', 9: '8 anos', 10: '9 anos', 11: '10 anos', 12: '11 anos', 13: '12 anos', 14: '13 anos', 15: '14 anos', 16: '15 anos ou mais', 17: 'Não determinados '}"
V4704,Condição de atividade na semana de referência para pessoas de 10 anos ou mais de idade,665,1,"{1: 'Economicamente ativas', 2: 'Não economicamente ativas'}"
V4805,Condição de ocupação na semana de referência para pessoas de 10 anos ou mais de idade,666,1,"{1: 'Ocupadas ', 2: 'Desocupadas '}"
V4706,Posição na ocupação no trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,667,2,"{1: 'Empregado com carteira de trabalho assinada', 2: 'Militar', 3: 'Funcionário público estatutário', 4: 'Outro empregado sem carteira de trabalho assinada', 6: 'Trabalhador doméstico com carteira de trabalho assinada', 7: 'Trabalhador doméstico sem carteira  de trabalho assinada', 9: 'Conta própria', 10: 'Empregador', 11: 'Trabalhador na produção para o próprio consumo', 12: 'Trabalhador na construção para o próprio uso', 13: 'Não remunerado'}"
V4707,Horas habitualmente trabalhadas por semana em todos os trabalhos da semana de referência para pessoas de 10 anos ou mais de idade,669,1,"{1: 'Até 14 horas', 2: '15 a 39 horas', 3: '40 a 44 horas', 4: '45 a 48 horas', 5: '49 horas ou mais'}"
V4808,Atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 5 anos ou mais de idade,670,1,"{1: 'Agrícola', 2: 'Não agrícola'}"
V4809,Grupamentos de atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,671,2,"{1: 'Agrícola', 2: 'Outras atividades industriais', 3: 'Indústria de transformação', 4: 'Construção', 5: 'Comércio e reparação', 6: 'Alojamento e alimentação', 7: 'Transporte, armazenagem e comunicação', 8: 'Administração pública', 9: 'Educação, saúde e serviços sociais', 10: 'Serviços domésticos', 11: 'Outros serviços coletivos, sociais e pessoais', 12: 'Outras atividades', 13: 'Atividades maldefinidas '}"
V4810,Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,673,2,"{1: 'Dirigentes em geral', 2: 'Profissionais das ciências e das artes', 3: 'Técnicos de nível médio', 4: 'Trabalhadores de serviços administrativos', 5: 'Trabalhadores dos serviços', 6: 'Vendedores e prestadores de serviço do comércio', 7: 'Trabalhadores agrícolas', 8: 'Trabalhadores da produção de bens e serviços e de reparação e manutenção', 9: 'Membros das forças armadas e auxiliares', 10: 'Ocupações maldefinidas '}"
V4711,Contribuição para instituto de previdência em qualquer trabalho da semana de referência para pessoas de 10 anos ou mais de idade,675,1,"{1: 'Contribuinte', 2: 'Não contribuinte'}"
V4812,Atividade principal do empreendimento no trabalho principal do período de referência de 365 dias para pessoas de 5 anos ou mais de idade,676,1,"{1: 'Agrícola', 2: 'Não agrícola'}"
V4713,Condição de atividade no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,677,1,"{1: 'Economicamente ativas', 2: 'Não economicamente ativas'}"
V4814,Condição de ocupação no período de referência de 365 dias das pessoas de 10 anos ou mais de idade,678,1,"{1: 'Ocupadas ', 2: 'Desocupadas '}"
V4715,Posição na ocupação no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,679,2,"{1: 'Empregado com carteirade trabalho assinada', 2: 'Militar', 3: 'Funcionário público estatutário', 4: 'Outro empregado sem carteira de trabalho assinada', 6: 'Trabalhador doméstico com carteira de trabalho assinada', 7: 'Trabalhador doméstico sem carteira de trabalho assinada', 9: 'Conta própria', 10: 'Empregador', 11: 'Não remunerado', 12: 'Trabalhador na produção para o próprio consumo', 13: 'Trabalhador na construção para o próprio uso'}"
V4816,Grupamentos de atividade no trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,681,2,"{1: 'Agrícola', 2: 'Outras atividades industriais', 3: 'Indústria de transformação', 4: 'Construção', 5: 'Comércio e reparação', 6: 'Alojamento e alimentação', 7: 'Transporte, armazenagem e comunicação', 8: 'Administração pública', 9: 'Educação, saúde e serviços sociais', 10: 'Serviços domésticos', 11: 'Outros serviços coletivos, sociais e pessoais', 12: 'Outras atividades', 13: 'Atividades maldefinidas '}"
V4817,Grupamentos ocupacionais do trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,683,2,"{1: 'Dirigentes em geral', 2: 'Profissionais das ciências e das artes', 3: 'Técnicos de nível médio', 4: 'Trabalhadores de serviços administrativos', 5: 'Trabalhadores dos serviços', 6: 'Vendedores e prestadores de serviço do comércio', 7: 'Trabalhadores agrícolas', 8: 'Trabalhadores da produção de bens e serviços e de reparação e manutenção', 9: 'Membros das forças armadas e auxiliares', 10: 'Ocupações maldefinidas '}"
V4718,Rendimento mensal do trabalho principal para pessoas de 10 anos ou mais de idade,685,12,{}
V4719,Rendimento mensal de todos os trabalhos para pessoas de 10 anos ou mais de idade,697,12,{}
V4720,Rendimento mensal de todas as fontes para pessoas de 10 anos ou mais de idade,709,12,{}
V4721,"Rendimento mensal domiciliar para todas as unidades domiciliares (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico e das pessoas de menos de 10 anos de idade)",721,12,{}
V4722,"Rendimento mensal familiar para todas as unidades domiciliares (exclusive o rendimento das pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico e pessoas de menos de 10 anos de idade)",733,12,{}
V4723,"Tipo de família para todas as unidades domiciliares (em todos os tipos de família podem existir pessoas cuja condição na família era outro parente, agregado, pensionista, empregado doméstico ou parente do empregado doméstico)",745,2,"{1: 'Casal sem filhos', 2: 'Casal com todos os filhos menores de 14 anos', 3: 'Casal com todos os filhos de 14 anos ou mais', 4: 'Casal com filhos menores de 14 anos e de 14 anos ou mais', 6: 'Mãe com todos os filhos menores de 14 anos', 7: 'Mãe com todos os filhos de 14 anos ou mais', 8: 'Mãe com filhos menores de 14 anos e de 14 anos ou mais', 10: 'Outros tipos de família'}"
V4724,"Número de componentes da família (exclusive as pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico)",747,2,{}
V4727,Código de área censitária,749,1,"{1: 'Região metropolitana', 2: 'Autorrepresentativo', 3: 'Não autorrepresentativo'}"
V4728,Código de situação censitária,750,1,"{1: 'Urbana - Cidade ou vila, área urbanizada', 2: 'Urbana - Cidade ou vila, área não-urbanizada', 3: 'Urbana - Área urbana isolada', 4: 'Rural - Aglomerado rural de extensão urbana', 5: 'Rural - Aglomerado rural, isolado, povoado', 6: 'Rural - Aglomerado rural, isolado, núcleo', 7: 'Rural - Aglomerado rural, isolado, outros aglomerados', 8: 'Rural – Zona rural exclusive aglomerado rural '}"
V4729,Peso da pessoa,751,5,{}
V4732,Peso da família,756,5,{}
V4735,"Controle da tabulação de fecundidade, para mulheres com 10 anos ou mais de idade",761,1,"{0: 'Não usado para tabulação ', 1: 'Usado para tabulação'}"
V4838,"Grupos de anos de estudo
(todas as pessoas)",762,1,"{1: 'Sem instrução e menos de 1 ano', 2: '1 a 3 anos', 3: '4 a 7 anos', 4: '8 a 10 anos', 5: '11 a 14 anos', 6: '15 anos ou mais', 7: 'Não determinados '}"
V6502,Criança de 5 a 17 anos de idade,763,1,"{0: 'Não', 1: 'Sim'}"
V4741,"Número de componentes do domícilio (exclusive as pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico) ",764,2,{}
V4742,Rendimento mensal domiciliar per capita ,766,12,{}
V4743,Faixa de rendimento mensal domiciliar per capita ,778,2,"{0: 'Sem rendimento', 1: 'Até ¼ salário mínimo', 2: 'Mais de ¼ até ½ salário mínimo', 3: 'Mais de ½ até 1 salário mínimo', 4: 'Mais de 1 até 2 salários mínimos', 5: 'Mais de 2 até 3 salários mínimos', 6: 'Mais de 3 até 5 salários mínimos', 7: 'Mais de 5 salários mínimos', 99: 'Sem declaração'}"
V4745,Nível de instrução mais elevado alcançado (todas as pessoas),780,1,"{1: 'Sem instrução', 2: 'Fundamental incompleto ou equivalente', 3: 'Fundamental completo ou equivalente', 4: 'Médio incompleto ou equivalente', 5: 'Médio completo ou equivalente', 6: 'Superior incompleto ou equivalente', 7: 'Superior completo ', 8: 'Não determinado'}"
V4746,Situação de ocupação na semana de referência das pessoas de 5 anos ou mais de idade,781,1,"{1: 'Ocupadas', 2: 'Não ocupadas'}"
V4747,Atividade principal do empreendimento do trabalho principal da semana de referência para pessoas de 10 anos ou mais de idade,782,1,"{1: 'Agrícola', 2: 'Não agrícola'}"
V4748,Atividade principal do empreendimento do trabalho principal do período de referência de 365 dias para pessoas de 10 anos ou mais de idade,783,1,"{1: 'Agrícola', 2: 'Não agrícola'}"
V4749,Situação de ocupação no período de referência de 365 dias das pessoas de 5 anos ou mais de idade,784,1,"{1: 'Ocupadas', 2: 'Não ocupadas'}"
V4750,Rendimento mensal familiar per capita ,785,12,{}
V9993,data de geração do arquivo de microdados,797,8,{}
